gene,log2fc,pval,padj
DLX1,-1.7455,8.393266613830202e-09,2.1822493195958525e-07
WNT3A,0.0298,0.06019126272689243,0.5542220786445827
GAPDH,-0.5494,0.06394870138206724,0.5542220786445827
PCNA,0.3256,0.10278952106153401,0.6159721865403418
TOP2A,0.1837,0.11845618971929651,0.6159721865403418
PAX6,-0.2158,0.16368892807164961,0.6747374545687976
SOX2,0.4092,0.19593225410760307,0.6747374545687976
FOXG1,0.2005,0.20761152448270695,0.6747374545687976
BMP4,-0.4683,0.41844961040546724,0.8368992208109345
CDH2,-0.0926,0.34819870131188974,0.8368992208109345
CCND1,-0.0859,0.3674235384764685,0.8368992208109345
GFAP,-0.2338,0.3487281571569912,0.8368992208109345
NCAM1,0.0019,0.39262446772774157,0.8368992208109345
SOX9,-0.017,0.5442613590035407,0.8393930048994911
STMN2,0.3192,0.4598472854208956,0.8393930048994911
OTX2,0.2372,0.5488338878188981,0.8393930048994911
MKI67,-0.2555,0.5194345641915522,0.8393930048994911
VIM,0.0669,0.7498704040581092,0.9021554731762199
NOTCH1,0.7261,0.7834996467868562,0.9021554731762199
SHH,-0.1679,0.7032817967077879,0.9021554731762199
DCX,0.1858,0.7980606108866561,0.9021554731762199
MAP2,-0.0853,0.6698114036949799,0.9021554731762199
TUBB3,0.1043,0.7169020720548528,0.9021554731762199
ACTB,-0.5972,0.8637206223958303,0.9356973409288161
NES,0.0275,0.925004337430432,0.9605077218559237
HES1,-0.8894,0.9605077218559237,0.9605077218559237
